PID,ssdl:notation,location,Date,ssdl:shortTitle,Long,Lati
1890-Gemsan-SBT,,"Cincinnati, OH; New York, NY",1890,Gems and Jewels,-84.45;-74,39.15;40.7
1850-Rurals-BRU,,"Dayton, OH",1850,The Rural Songster,-84.1833,39.75
1858-Prayer-BRU,,"Baltimore, MD;Richmond, VA",1858,The Prayer Meeting Hymn Book,-76.6,39.2833
1861-NeuerL-BRU,,"Cincinnati, OH",1870,The Prize,-84.45,39.15
1863-Collec-BRU,,"Raleigh, NC",1863,A Collection of Sabbath School Hymns,-78.6333,35.7667
1867-Dedica-BRU,,nan,1867,Dedicatory Hymns,0,0
1869-Childs-BRU,,"Baltimore, MD;Pittsburg, PA;New Orleans, LA",1869,The Child's Prayer and Hymn Book,-76.6;-79.9833;-90.0667,39.2833;40.4333;29.95
1873-Vocalc-BRU,Nil,"New York, NY",1873,"Vocal Concert by The Jubilee Singers of Fisk University, Nashville, Tenn. at Music Hall",-73.9667,40.7833
1875-Singin-BRU,,"New York, NY",1875,The Singing Campaign,-74,40.7
1876-Psalte-BRU,,"Cincinnati, OH;New York, NY",1876,Psalter und Harfe,-84.45;-74,39.15;40.7
1877-Transl-BRU,Nil,"Dover, DE",1877,Translations of Latin Hymns of the Middle Ages.,-75.5167,39.15
1888-Reviva-BRU,,"Dayton, OH",1888,Revival Songs,-84.1833,39.75
1891-Melodi-BRU,Round,"New York, NY;Cincinnati, OH",1891,Melodies for Little People,-74;-84.45,40.7;39.15
1897-Poetic-BRU,,"Orangeburg, SC",1897,The Poetical Works of John D. Knotts,-80.85,33.4833
1898-Tedeum-BRU,,"Washington, D.C.?",1897,Te Deum Laudamus,-77,38.8333
18xx-LibbyP-BRU,,nan,18XX,Libby Prison Hymn,0,0
1900-Crowni-BRU,Round,"Dallas, TX;Chicago, IL;Kansas City, MO",1900,Crowning Theme,-96.8;-87.65;-94.5667,32.7833;41.85;39.0833
1904-Bestgo-BRU,,"Dalton, GA; Dallas, TX",1904,The Best Gospel Songs and Their Composers,-84.9667;-96.8,34.7667;32.7833
1906-Sonsof-BRU,,"New York, NY; Dayton, OH",1906,Sons of Praise,-74;-84.1833,40.7;39.75
1911-Hymnfo-BRU,Nil,"Washington, D.C.",1911,Hymn for Today,-77,38.8333
1913-Mensgo-BRU,,"Dayton, OH; New York, NY; Chicago, IL",1913,Men's Gospel Quartets,-84.1833;-74;-87.65,39.75;40.7;41.85
1914-Gladpr-BRU,,"Cincinnati, OH",1914,Glad Praises,-84.45,39.15
1915-Search-BRU,,"Philadelphia, PA",1915,Searchlight Songs No. 7,-75.15,39.95
1916-Hitthe-BRU,,"Baltimore, MD",1916,Hit the Trail,-76.6,39.2833
1917-Hymnf1-BRU,,"Washington, D. C.",1917,Hymn for America,-77,38.8333
1918-Mother-BRU,Nil,"Wilmington, DE",1918,Mother's War Hymn!,-75.5333,39.7333
1843-Church-BRU,,"Circleville, OH",1843,The Church Harp,-82.9333,39.6
1867-Christ-BRU,,"Singers Glen, VA",1867,The Christian Harp and Sabbath School Songster,-78.9,38.55
1868-Hymnst-BRU,,"Montgomery County, OH",1868,Hymns to be Sung at the Laying of the Corner Stone of the Chapel,-84.3,39.75
1872-Voiceo-BRU,,"Richmond, VA",1872,The Voice of Praise,-77.45,37.55
1875-Angels-BRU,,"New York, NY; Cincinnati, OH; Detroit, MI; San Francisco, CA; Portland, OR; Cleveland, OH; Toronto, Canada",1875,"Angels, Meet Me at the Cross Roads",-74;-84.45;-83.0333;-122.4167;-122.6667;-81.6833;-79.4167,40.7;39.15;42.3167;37.7667;45.5167;41.4833;43.7
1876-Progra-BRU,Nil,"Frederick, MD",1876,Programme for the Court House Square,-77.4,39.4
1877-Twelft-BRU,,"Cincinnati, OH",1877,Twelfth Anniversary Cincinnati Union Bethel,-84.45,39.15
1880-Jubile-BRU,Nil,"Boston, MA",1880,The Jubilee,-71.05,42.35
1880-Origin-BRU,Nil,"Boston, MA",1880,Original Company Fisk  University Jubilee Singers,-71.05,42.35
1885-Fewmor-BRU,,"Boston, MA; New York, NY; Chicago, IL; Philadelphia, PA",1885,Negro Dialect Melodies,-71.05;-74;-87.65;-75.15,42.35;40.7;41.85;39.95
1888-Masoni-BRU,Nil,"Staunton, VA",1888,Masonic Ceremonies by Staunton Lodge No. 13,-79.0667,38.1333
1893-Conqu2-BRU,,"Chicago, IL?",1893,The Conquering Tread Hymn,-87.65,41.85
1894-Bringt-BRU,,"New York, NY; London, England",1894,Bring the Answer Back to Me,-74;-.093145,40.7;51.514248
1900-Songsf-BRU,Round,"Dayton, OH",1900,Songs for Work and Worship,-84.1833,39.75
1905-Mymoth-BRU,,nan,1905,My Mother's Prayer,0,0
1905-Withhe-BRU,Round,"Dayton, OH;New York, NY",1905,With Heart and Voice,-84.1833;-74,39.75;40.7
1910-Kingsm-BRU,Round,"New York, NY;Dayton, OH",1910,The King's Message,-74;-84.1833,40.7;39.75
1912-Exhor1-BRU,,"New York, NY;Boston, MA",1912,Three Negro Songs,-74;-71.05,40.7;42.35
1914-PilotT-BRU,,"Lenoir, NC",1914,The Pilot,-81.5333,35.9
1916-Deepri-BRU,,"Boston, MA;New York, NY;Chicago, IL",1916,Deep River,-71.05;-74;-87.65,42.35;40.7;41.85
1917-Albumo-BRU,,"New York, NY",1917,Album of Negro Spirituals,-74,40.7
1918-Childr-BRU,,"New York, NY;Boston, MA;Cincinnati, OH;Atlanta, GA;Chicago, IL",1918,The Children's Hymnal,-74;-71.05;-84.45;-84.3833;-87.65,40.7;42.35;39.15;33.7333;41.85
1919-Dontbe-BRU,,"Boston, MA;New York, NY;Chicago, IL;London, United Kingdom",1919,American Negro Melodies,-71.05;-74;-87.65;.10203,42.35;40.7;41.85;51.52393
1922-Gospel-BRU,,"Fort Worth, TX",1922,Gospel Rays,-97.3167,32.7167
1861-Soldi2-BRU,,"Philadelphia, PA",1861,The Soldier's Pocket-Book,-75.15,39.95
1844-Hymnbo-UKY,Nil,"Baltimore, MD",1844,Hymn Book,-76.6,39.2833
1851-Psalmi-UKY,,"New York, NY",1851,Psalmista,-74,40.7
1854-Psalmi-UKY,,"Boston, MA; Philadelphia, PA; New York, NY; Cincinnati, OH; Chicago, IL",1854,The Psalmist,-71.05;-75.15;-74;-84.45;-87.65,42.35;39.95;40.7;39.15;41.85
1854-Singer-UKY,,"Louisville, KY",1854,The Singer's Choice,-85.75,38.25
1865-Christ-UKY,,"Cincinnati, OH",1873,The Christian Hymn Book,-84.45,39.15
1867-Psalms-UKY,,"Richmond, VA",1867,Psalms and Hymns,-77.45,37.55
1887-Gospel-UKY,,"Cincinnati, OH;New York, NY;Chicago, IL",1887,Gospel Hymns No. 5,-84.45;-74;-87.65,39.15;40.7;41.85
1899-Tearsa-UKY,,"Louisville, KY;Greenville, TX;Lebanon, MO",1897,Tears & Triumphs Combined,-85.75;-96.1;-92.65,38.25;33.1333;37.6667
1908-Bookof-UKY,,"Charleston, SC",1908,The Book of Worship,-79.9167,32.7667
1921-Temple-UKY,,"Lawrenceburg, TN",1921,Temple Bells,-87.3333,35.2333
185x-Annive-SBT,,"Cincinnati, OH",185x,Anniversary Hymns No. 3,-84.45,39.15
1898-Lieder-SBT,,"St. Louis, MO",1898,Liederkranz,-90.1833,38.6167
1845-Select-EMU,,"Cincinnati, OH",1845,Select Melodies,-84.45,39.15
1873-Vocalt-EMU,,"Barnesville, GA",1873,Vocal Triad No. 2,-84.15,33.05
1916-Newson-EMU,,"Philadelphia, PA?",1916,New Songs of Paradise!,-75.15,39.95
192x-Gospel-EMU,,"Nashville, TN",192x,Gospel Carols,-86.761,36.154
1849-Virgin-MTS,,"Richmond, VA;Philadelphia, PA",1849,"The Virginia Selection of Psalms, Hymns, and Spiritual Songs",-77.45;-75.15,37.55;39.95
1850-Timbre-MTS,,"New York, NY;Boston, MA;Cincinnati, OH;St. Louis, MO;Charleston, SC;Augusta, GA;Columbus, GA;Mobile, AL",1850,The Timbrel,-73.9667;-71.05;-84.45;-90.1833;-79.9167;-82.0167;-84.9833;-88.0333,40.7833;42.35;39.15;38.6167;32.7667;33.4667;32.45;30.6833
1854-Social-MTS,,"St. Louis, MO",1854,The Social Harp,-90.1833,38.6167
1855-Sabbat-MTS,,"Nashville, TN",1855,Sabbath-School Offering,-86.761,36.154
1856-Congre-MTS,,"Boston, MA;New York, NY;Philadelphia, PA;Cincinnati, OH;New Orleans, LA",1856,The Congregational Harp,-71.05;-74;-75.15;-84.45;-90.0667,42.35;40.7;39.95;39.15;29.95
191x-Reviva-MTS,,nan,191X,Revival Hymns,0,0
1861-Pilgri-MTS,,nan,1861,The Preacher's Triumph,0,0
185x-Theres-MTS,,"Baltimore, MD",185x,There's Nothing True But Heav'n,-76.6,39.2833
1924-Gospel-UKY,,"Austin, TX",1924,Gospel Songs,-96.3167,29.8833
1848-Hesper-EMU,,"Philadelphia, PA",1848,The Hesperian Harp,-75.15,39.95
1851-Nakcok-EMU,,"Park Hill, Indian Territory",1851,Nakcokv Esyvhiketv = Muskokee Hymns,-94.95,35.85
1875-Himnos-EMU,,"Nashville, TN",1875,Himnos,-86.761,36.154
1925-Mellow-EMU,,"New York, NY",1925,Mellows,-73.9667,40.7833
1925-Temple-EMU,,"Singer's Glen, VA",1877,The Temple Star,-78.9,38.55
1881-Temper-MTS,Seven-shape Aikin,"Dayton, VA",1881,The Temperance Harp,-78.9333,38.4
1892-WideAw-MTS,,"Cleveland, OH",1892,Wide Awake Songs,-81.6833,41.4833
1898-Aposto-MTS,Seven-shape Aikin,"Nashville, TN",1898,Apostolic Hymns,-86.761,36.154
1903-Eureka-MTS,Seven-shape Aikin,"South McAlester, Indian Territory",1903,The Eureka Echoes,-95.7667,34.9333
1907-Bealls-MTS,Round,"Douglasville, GA",1907,"Beall's Gospel Songs, No. 1",-84.7333,33.75
1908-Silver-MTS,Seven-shape Aikin,"Lawrenceburg, TN",1908,The Silver Trumpet,-87.3333,35.2333
1870-Prizex-SBT,Round,nan,nan,,0,0
1906-SongEv-SBT,,"Louisville, KY",1906,Song Evangel,-85.75,38.25
1907-Folks1-SBT,,"Nashville, TN",1907,Folk Songs of the American Negro,-86.761,36.154
1907-Folks2-SBT,,"Nashville, TN",1907,"Folk Songs of the American Negro, Number Two",-86.761,36.154
1915-Alexan-SBT,,"Philadelphia, PA",191X,"Alexander's Hymns, No. 3",-75.15,39.95
1915-Gospel-SBT,Round,"Dalton, GA; Dallas, TX; Chattanooga, TN",1915,Gospel Glory,-84.9667;-96.8;-85.3,34.7667;32.7833;35.0333
1857-Primit-UKY,,"Greenville, AL",1857,The Primitive Hymns,-86.6167,31.8167
1876-Polish-UKY,Numeral staff,"Cincinnati, OH",1876,Polished Pearls,-84.45,39.15
189x-Hallss-UKY,,"Harrisonburg, VA",1890,"Hall's Songs of Home for Sabbath Schools, Etc.",-78.8667,38.4333
1909-Gospel-UKY,Seven-shape Aikin,"Waco, TX;Memphis, TN",1909,Gospel Songs,-97.1333;-90.0333,31.5333;35.1333
1925-NewSon-UKY,,"Kansas City, MO",1925,New Songs of the Old Faith,-94.5667,39.0833
1859-Oriol1-BRU,Round,"Cincinnati, OH;New York, NY",1859,Oriola,-84.45;-74,39.15;40.7
1860-Deutsc-BRU,,"Cincinnati, OH",1865,Deutsches Gesangbuch der Bisch Methodisten-Kirche,-84.45,39.15
1873-Bibles-BRU,Round,"New York, NY;Cincinnati, OH;Chicago, IL;St. Louis, MO",1873,Bible School Songs,-73.9667;-84.45;-87.65;-90.1833,40.7833;39.15;41.85;38.6167
1873-Spirit-BRU,,"Philadelphia, PA?",1873,Spirituelles,-75.15,39.95
1879-Corona-BRU,Round,"New York, NY;Chicago, IL;New Orleans, LA",1879,Coronation Hymns and Songs,-73.9667;-87.65;-90.0667,40.7833;41.85;29.95
1881-NoranI-BRU,,"Cincinnati, OH",1881,Nor An Lamalam Kana,-84.45,39.15
1884-Tuskeg-BRU,,"Hampton, VA",1884,"Tuskegee Normal and Industrial School, for Training Colored Teachers, at Tuskegee, Alabama",-76.3333,37.0167
1885-Harves-BRU,,"Cincinnati, OH",1885,Harvest Bells No. 2,-84.45,39.15
1890-Positi-BRU,,"Atlanta, GA",1890,Positive Facts Concerning the Salvation Army of America,-84.3833,33.7333
1895-Gospel-BRU,,"Dayton, OH;New York, NY",1895,Gospel Hymn Selections For Female Voices,-84.1833;-74,39.75;40.7
1899-Songsa-BRU,Seven-shape Aikin,"Dallas, TX",1899,Songs and Praises,-96.8,32.7833
18xx-Whispe-BRU,,"Washington, D. C.",18XX,Whispers from Heaven and Melodies of the Heart,-77,38.8333
1900-Recita-BRU,,"New York, NY;Cincinnati, OH",1900,Recitations Song and Story,-74;-84.45,40.7;39.15
1901-OLordo-BRU,Nil,"Marble City, OK",1909,Cherokee Hymns,-94.8167,35.5667
1903-SweetH-BRU,,"Eureka Springs, AR",1903,Sweet Harmonies,-93.7333,36.4
1906-Edenec-BRU,,"Waco, TX;Memphis, TN",1906,Eden Echoes,-97.1333;-90.0333,31.5333;35.1333
1909-Cherok-BRU,,nan,nan,,0,0
1909-Sevens-BRU,,"Nashville, TN",1909,Seven Sonnets,-86.761,36.154
1915-Hymnal-BRU,,"Columbia, SC",1915,Hymnal for the Sunday School,-81.0333,34
1916-Diamon-BRU,,"Ft. Worth, TX",1916,Diamonds,-97.3167,32.7167
1916-MySavi-BRU,,nan,1916,"My Saviour, 'Tis of Thee",0,0
1918-Newvic-BRU,,"Nashville, TN",1918,New Victory,-86.761,36.154
1923-UnionH-BRU,Round,"Cincinnati, OH; New York, NY",1908,The Union Haggadah,-84.45;-73.9667,39.15;40.7833
1890-Singer-EMU,,nan,nan,,0,0
1859-Narrat-UMI,,nan,nan,,0,0
1891-Otterb-UMI,,nan,nan,,0,0
1882-Songsf-UMI,,nan,nan,,0,0
1879-Gospel-UMI,,nan,nan,,0,0
1877-Grandc-UMI,,nan,nan,,0,0
